   x      u
0.8868868869 0.1130126761
0.8878878879 0.1120131219
0.8888888889 0.1110135538
0.8898898899 0.1100139719
0.8908908909 0.1090143762
0.8918918919 0.1080147671
0.8928928929 0.1070151445
0.8938938939 0.1060155087
0.8948948949 0.1050158597
0.8958958959 0.1040161977
0.8968968969 0.1030165228
0.8978978979 0.1020168351
0.8988988989 0.1010171349
0.8998998999 0.1000174221
0.9009009009 0.0990176969
0.9019019019 0.0980179595
0.9029029029 0.0970182100
0.9039039039 0.0960184484
0.9049049049 0.0950186750
0.9059059059 0.0940188898
0.9069069069 0.0930190929
0.9079079079 0.0920192845
0.9089089089 0.0910194646
0.9099099099 0.0900196335
0.9109109109 0.0890197911
0.9119119119 0.0880199377
0.9129129129 0.0870200733
0.9139139139 0.0860201980
0.9149149149 0.0850203119
0.9159159159 0.0840204152
0.9169169169 0.0830205080
0.9179179179 0.0820205903
0.9189189189 0.0810206623
0.9199199199 0.0800207240
0.9209209209 0.0790207756
0.9219219219 0.0780208172
0.9229229229 0.0770208489
0.9239239239 0.0760208707
0.9249249249 0.0750208828
0.9259259259 0.0740208852
0.9269269269 0.0730208781
0.9279279279 0.0720208616
0.9289289289 0.0710208357
0.9299299299 0.0700208005
0.9309309309 0.0690207562
0.9319319319 0.0680207028
0.9329329329 0.0670206404
0.9339339339 0.0660205691
0.9349349349 0.0650204890
0.9359359359 0.0640204002
0.9369369369 0.0630203028
0.9379379379 0.0620201968
0.9389389389 0.0610200823
0.9399399399 0.0600199595
0.9409409409 0.0590198284
0.9419419419 0.0580196890
0.9429429429 0.0570195416
0.9439439439 0.0560193861
0.9449449449 0.0550192226
0.9459459459 0.0540190512
0.9469469469 0.0530188720
0.9479479479 0.0520186851
0.9489489489 0.0510184906
0.9499499499 0.0500182884
0.9509509510 0.0490180788
0.9519519520 0.0480178617
0.9529529530 0.0470176372
0.9539539540 0.0460174055
0.9549549550 0.0450171666
0.9559559560 0.0440169205
0.9569569570 0.0430166674
0.9579579580 0.0420164073
0.9589589590 0.0410161402
0.9599599600 0.0400158663
0.9609609610 0.0390155856
0.9619619620 0.0380152982
0.9629629630 0.0370150041
0.9639639640 0.0360147034
0.9649649650 0.0350143962
0.9659659660 0.0340140826
0.9669669670 0.0330137625
0.9679679680 0.0320134362
0.9689689690 0.0310131035
0.9699699700 0.0300127647
0.9709709710 0.0290124197
0.9719719720 0.0280120686
0.9729729730 0.0270117116
0.9739739740 0.0260113485
0.9749749750 0.0250109796
0.9759759760 0.0240106048
0.9769769770 0.0230102242
0.9779779780 0.0220098379
0.9789789790 0.0210094459
0.9799799800 0.0200090483
0.9809809810 0.0190086452
0.9819819820 0.0180082366
0.9829829830 0.0170078225
0.9839839840 0.0160074030
0.9849849850 0.0150069782
0.9859859860 0.0140065480
0.9869869870 0.0130061127
0.9879879880 0.0120056722
0.9889889890 0.0110052265
0.9899899900 0.0100047758
0.9909909910 0.0090043200
0.9919919920 0.0080038593
0.9929929930 0.0070033936
0.9939939940 0.0060029231
0.9949949950 0.0050024477
0.9959959960 0.0040019675
0.9969969970 0.0030014826
0.9979979980 0.0020009930
